observed_at,tx_hash,victim,lookalike,matched_recipient,matched_prefix,matched_suffix,score_total,score_address,score_type,score_token,detector_latency_ms,message_channel_accept_ms,message_send_latency_ms,http_status,accepted,message_id,subscription_trace
2026-06-19T05:56:52.180919734Z,0xcae079c461e6062fc50f9566add9626c5cfbbc27c5806c94b2176049a1c8bb43,bc8744370bcb6d5abf5de8b4086ecfbb4c5629c3,0000000000000068f116a894984e2db1123eb395,000273cf6b0ae67e9ae80473cad11c7c1c481908,3,0,0.9016041065286885,0.25,1,0.4,0.022202,805.8783050000001,791.189957,200,true,49,0xf7748da8d4961c8a0e391739071bf75cb21791f2
2026-06-19T05:58:08.501213726Z,0x45581ca9c463528f2a37eaecdbda6a28720d23f2219682e24f5573b8b93c47c7,bc8744370bcb6d5abf5de8b4086ecfbb4c5629c3,0000000000000068f116a894984e2db1123eb395,000273cf6b0ae67e9ae80473cad11c7c1c481908,3,0,0.9016041065286885,0.25,1,0.4,0.022001,411.971631,396.20585600000004,200,true,50,0xf7748da8d4961c8a0e391739071bf75cb21791f2
2026-06-19T06:10:07.12004027Z,0x5a09c3b4e0ef5550d62dc9da52924eeb9b558de9b4f7332496e3d2149c5ef004,bc8744370bcb6d5abf5de8b4086ecfbb4c5629c3,0000000000000068f116a894984e2db1123eb395,000273cf6b0ae67e9ae80473cad11c7c1c481908,3,0,0.9016041065286885,0.25,1,0.4,0.026818,810.3774500000001,795.253118,200,true,51,0xf7748da8d4961c8a0e391739071bf75cb21791f2
2026-06-19T06:22:02.919147811Z,0x747ce9f5b745cb61b4ff911247a7157088c4afda9c39096c0b0576e10b0f11bc,040d6d590f4deb5013cdfdd7cd0df46ec9fe0f3f,42100b97aa9db80bf61d163d408d8a2dfaf02585,42bf5681a3bec188d2e67e3f82f72d4df6f02585,2,6,0.9999860090796308,0.6666666666666666,1,0.4,0.031325,882.087607,866.085011,200,true,52,0xf7748da8d4961c8a0e391739071bf75cb21791f2
2026-06-19T06:22:31.848205687Z,0x0a513ca3ec0667730298b9d3e0e9e359a9f88d2497fe5797e9689150f1a1c9ba,040d6d590f4deb5013cdfdd7cd0df46ec9fe0f3f,42100b97aa9db80bf61d163d408d8a2dfaf02585,42bf5681a3bec188d2e67e3f82f72d4df6f02585,2,6,0.9999860090796308,0.6666666666666666,1,0.4,0.049106,557.239164,540.233932,200,true,53,0xf7748da8d4961c8a0e391739071bf75cb21791f2
2026-06-19T06:28:03.979104973Z,0x284c12f56f0487d92ede1177b30228112257f5a24d32fb0de5b207fd2624b8e1,bc8744370bcb6d5abf5de8b4086ecfbb4c5629c3,0000000000000068f116a894984e2db1123eb395,000273cf6b0ae67e9ae80473cad11c7c1c481908,3,0,0.9016041065286885,0.25,1,0.4,0.023105,766.753732,751.747992,200,true,54,0xf7748da8d4961c8a0e391739071bf75cb21791f2
2026-06-19T06:28:38.593327701Z,0xa231c79938edc6ea6c917c2d8bee94e7f87ec83ec73c74b111871b7d3191968d,ffe15ff598e719d29dfe5e1d60be1a5521a779ae,ee1bf4d7c53af2beafc7dc1dcea222a8c6d87ad9,ee1b7e2dd825c1fce9080537d596a04003767ad9,4,4,0.9952066654378982,0.6666666666666666,0.25,0.7,0.028683,390.58679,375.592572,200,true,55,0xf7748da8d4961c8a0e391739071bf75cb21791f2
2026-06-19T06:29:31.491511249Z,0xac94e51c924fbcd37065670f04e91df93c821bb1c85253f93ce628af531154d0,bc8744370bcb6d5abf5de8b4086ecfbb4c5629c3,0000000000000068f116a894984e2db1123eb395,000273cf6b0ae67e9ae80473cad11c7c1c481908,3,0,0.9016041065286885,0.25,1,0.4,0.022747,393.08963600000004,378.684596,200,true,56,0xf7748da8d4961c8a0e391739071bf75cb21791f2
2026-06-19T06:30:27.516972869Z,0x9d43e902604750ea56c2d6d3693623ef9c9792b3896b56184cd62755ced46b74,46885ae77878136dfda629db5fe75133e443c6f7,0e722c75b012e35e2de569d9d3dde19740bca06b,0e72594bf00b6595f2b6dc25e4c3ba9740bca06b,4,10,0.99942475996381,0.8333333333333334,0.25,0.7,0.029928,429.448459,414.88891,200,true,57,0xf7748da8d4961c8a0e391739071bf75cb21791f2
2026-06-19T06:34:16.988121006Z,0x943ace2a3fd7007472bb6a823a5d7b1d795891f3c445878228cd266ca4df5f18,c9a24fa24563be6de9f5daa83752facb566c80ea,335fd6a412f05aba58c00a6209f5e07ca0377e36,335f5e4c2f822a9ffee82d90ecd614e93a477e36,4,5,0.9983377771861855,0.75,0.25,0.7,0.02788,820.812686,805.410318,200,true,58,0xf7748da8d4961c8a0e391739071bf75cb21791f2
